"date","load","peak_dis.1","peak_dis.2","peak_dis.3","peak_dis.4","peak_dis.5","peak_dis.6","peak_dis.7","peak_dis.8","peak_dis.9","peak_dis.10","peak_dis.11","peak_dis.12","peak_dis.13","peak_dis.14","peak_dis.15","peak_dis.16","peak_dis.17","peak_dis.18","peak_dis.19","peak_dis.20","peak_dis.21","peak_dis.22","peak_dis.23","peak_dis.24","peak_dis.25","peak_dis.26","peak_dis.27","peak_dis.28","peak_dis.29","peak_dis.30","peak_dis.31","peak_dis.32","peak_dis.33","peak_dis.34","peak_dis.35","peak_dis.36","peak_dis.37","peak_dis.38","peak_dis.39","peak_dis.40","peak_dis.41","peak_dis.42","peak_dis.43","peak_dis.44","peak_dis.45","peak_dis.46","peak_dis.47","peak_dis.48","peak_dis.49","peak_dis.50","peak_dis.51","peak_dis.52","peak_dis.53","peak_dis.54","peak_dis.55","peak_dis.56","peak_dis.57","peak_dis.58","peak_dis.59","peak_dis.60","peak_dis.61","peak_dis.62","peak_dis.63","peak_dis.64","peak_dis.65","peak_dis.66","peak_dis.67","peak_dis.68","peak_dis.69","peak_dis.70","peak_dis.71","peak_dis.72","peak_dis.73","peak_dis.74","peak_dis.75","peak_dis.76","peak_dis.77","peak_dis.78","peak_dis.79","peak_dis.80","peak_dis.81","peak_dis.82","peak_dis.83","peak_dis.84","peak_dis.85","peak_dis.86","peak_dis.87","peak_dis.88","peak_dis.89","peak_dis.90"
2016-03-03 11:00:00,73371.75,69467.6466133361,78239.2991608747,69774.1988015293,72864.2530271729,75435.7514768275,77286.17842196,75921.9840780484,72462.7314397704,81253.9341603992,73599.4298836566,74309.7261586467,75672.6290121185,72797.69082062,67580.0534367893,77647.4037936835,71528.4395270135,69273.4378259796,75574.1564748303,70533.5299728459,72569.3473501195,70267.3942908552,71837.5200421297,84737.992101721,72834.7429982976,70395.3117554256,71886.9410386863,71912.1894410727,70888.3960621731,77202.979160326,69723.7976009584,78856.0684547368,73685.9584104382,76054.5710622914,73848.7036144938,74753.4799233227,71774.3504686378,75625.9846648409,77809.9098787765,75971.537196105,75337.2644603581,75186.2990466887,75756.4061738967,79208.2312233602,83697.3188065668,76144.5540533214,79379.9067768784,70582.0498899579,72782.2582132477,72813.1106605656,72045.6325526541,74062.800582311,76327.480200646,71166.928675353,76273.5649064796,69909.5888898384,78951.3313549504,76197.2576050243,70179.5479220223,67664.2323529413,76444.2420227962,75300.7375732172,74800.6685257335,76613.4025427515,68983.6452906212,73132.5740396395,79010.6555664338,76245.8886479663,78208.7533086027,71893.2688401871,68576.9656529683,77289.272462993,73129.464936962,73259.3594672886,69080.1966857091,74341.1055847603,70532.2670017996,72261.9231552259,80872.8644990167,78544.2440499295,72038.5763773524,68439.1364161057,73505.2251171504,72550.7903553116,74897.469729676,66878.0466979154,70218.2526790525,77679.4560327089,72858.3246858327,73110.3893279922,78873.1624922628
2016-03-04 11:00:00,72736,68426.6692000483,73026.9410793991,77825.8376574372,77068.8452237538,71123.368637984,77486.7444692716,77987.5406833005,71880.9100743588,72419.4325734496,72475.7534484646,71692.8616879987,74870.7785356321,71777.4071079916,69641.7740438379,78179.1983769485,72250.1233663589,77560.4732110691,77454.9071966414,73748.9147111211,72343.2872621002,74394.04151016,72640.350222857,69893.1389158503,73860.5800170778,70559.2821364949,69981.0138912472,69613.399636637,77532.2095734461,67024.2292456435,72957.8110177944,70809.6045518666,73073.3724720055,68929.6952145684,75272.374094982,75622.8299434218,75887.724536011,77679.05643311,72374.7713379119,76503.3303819193,78963.5385244252,76039.8883232049,76138.653536402,72856.6070361188,75090.392161761,74032.2888309409,71659.3265385338,70761.548165674,73934.1102527479,67130.6047626589,73758.7581903328,73283.9495382833,71174.6634360226,74369.8218156184,72035.1085556087,74403.2917493177,71701.7874058378,77043.7425688074,71523.2070138201,73265.0474556648,74630.1954486109,73277.3289303531,72163.3264135008,73685.5757155174,74821.8525487315,76067.4423752108,70735.0082633583,74033.6936308791,72722.7790564305,77784.7991009664,74065.1952418969,69914.2051965769,79402.9019286986,75600.3367110643,77803.0320084248,72604.1019914429,73869.9057481022,76882.6898619038,74334.2147115586,75200.0680221302,76031.4736627871,68591.2584948789,70899.8637406518,74455.6939493813,77313.6789873421,74305.9003425871,69286.2362261958,74027.349615842,68187.8388766193,69591.1184891446,77063.7782610924
2016-03-05 11:00:00,60757.25,59735.2962635339,65821.7106266378,62800.3955314137,61449.8830335053,66950.9739063309,67682.2250720067,64613.5902842485,63343.0766618886,65010.7548683049,62422.8371001877,64219.8994614174,65971.6150712532,62275.5747255221,59653.3470743823,64591.2249403104,61631.1050388533,57657.6189467992,65267.5213859524,59260.9093161637,64996.0188393831,62619.7719581004,59109.5004135542,58786.8472697088,59569.2404182852,59402.7818137226,61388.3985638693,64051.4826266187,65030.4802900618,66083.9190056018,65788.6402265398,58459.9841717101,62628.0103177784,60578.87252258,60501.0523583065,59629.572701522,59713.7456227761,66165.2098487039,62426.6717123817,61846.7731368489,59064.5026493104,60208.0861241632,62907.6924979197,62707.5579807483,63060.4785532264,66967.0280659452,62182.0486674655,62654.5477880455,66643.3471981554,66782.0910188207,67820.8569967495,64507.2400141709,64432.9499960444,59310.8527285196,62368.4850513908,62452.9221173444,62182.8690313358,63430.104579496,64700.172291087,62126.2502730243,65634.8907970311,65652.5974579267,64228.1744130408,58262.5811905223,56358.0074729276,60412.2219723319,65100.0847139029,65588.2892108509,61065.2839745255,62209.5245199985,65803.5726581765,63056.221309532,62913.800904638,66677.4428718236,63567.3642836006,60576.75617179,60265.3280851479,62093.3712603116,61242.3835333926,60993.7938644013,64661.5000446755,65352.6922609435,59920.0316416421,58420.4723095643,62047.9600490075,63266.1631890008,62522.7645832361,61727.232906054,57546.0581156064,61309.3088258179,67075.4987803496
2016-03-06 19:00:00,58407.75,59867.2913272248,53070.6716848628,53316.2541700478,57695.9367339735,58164.5017372587,55695.4130188053,60080.6154050874,55921.4788968591,54160.0022329502,56106.1381417978,56512.7730276622,54742.0527099364,56936.8013878209,54001.2635908963,60539.730590303,58997.8647366809,57809.7219296562,59577.912175941,56156.7868441235,57560.9306892693,57897.2009707963,63064.8591415968,58318.6720789861,56688.0656719102,63162.223846014,57890.1018654807,55675.2762887889,59856.9947856325,55614.2385352179,54378.3156183803,58204.9833013487,59012.3401597984,54424.850283469,59670.2165378223,55187.2131171522,55603.3642754624,55882.5035852938,58893.1610799296,57547.3931552188,59835.0545888824,54440.7231720587,56223.1144619346,57007.0467188208,56064.950828326,57680.6484146499,57849.8763018476,53824.8375516017,53357.2291342617,56689.4896541199,56575.512072974,57939.2282326387,56891.4164797056,57749.3554087133,58670.061986291,56595.1713516295,55661.5643638422,56914.0490872887,57187.066684664,59964.0904243321,56291.4725558446,57754.8946509912,59797.7555259163,57874.8260281073,57274.3178080261,61067.1279508507,57421.7017215567,59021.2453400784,60227.7309775281,58793.8105889178,56928.1199719033,55791.3727479544,56416.708562021,56780.622866263,53762.7680511404,59133.8859809569,57911.8185535998,58268.7225174376,58369.6864416261,58303.3438475473,56973.6988966511,60469.3238433717,58975.2462260747,57935.3034665662,60232.0204670289,58971.5283866943,57194.9482045093,58814.2546761617,57960.2242535098,59868.8113373431,53738.4767637698
2016-03-07 11:00:00,71574.75,73644.3297630897,74631.9432037345,73885.0355890845,71337.0992807187,69733.9310146805,81802.9093231381,74171.8183776256,75540.8712423916,75157.2421443791,77110.4602834116,84354.2040366907,78286.9802830724,71982.9600611824,76125.9252202472,79812.9830507235,74892.3519978217,72795.7081179562,81158.3922940625,75865.2476750981,76163.8464121078,70066.3530568778,70709.9867438409,73236.9574202748,70622.795558956,75098.5081644376,72652.062676943,73504.0781813051,68779.0161991654,73764.2660507929,77568.9145627827,73878.9935440406,76582.2115277019,71730.8432064201,77782.8519925707,69992.1868183857,71592.726240836,73572.7126131747,78151.9563111789,70225.207774213,76511.0166343626,72840.0617106211,77553.8828347126,78984.6398605383,75690.080261547,76236.047152967,74556.781901004,70520.9532218954,76522.1379788555,78064.1455023764,66934.2630871486,71358.8200399104,74573.4378056594,73607.9676901601,74963.0702381759,74772.0310611402,78073.0374017552,74134.8184283086,69910.8766879019,76473.1977063043,72605.2754416651,70157.1585152026,74149.2411727677,74539.2959177832,70333.8806140895,72636.5672159866,76855.5826505901,72655.5659974184,70650.8353579471,75472.9125221155,75089.276138117,72632.2224570057,74222.8682745386,75300.7808482969,73782.2213469703,75134.9702967637,77850.7551745827,76306.4566258938,69683.9858856132,70768.9897886127,76808.131756639,75818.6051955952,75459.9682241113,71336.2801199138,72509.9071308002,76621.9440925982,74540.3167375512,74088.0551888147,72307.2722458438,69933.1684685954,72750.6856467809
2016-03-08 11:00:00,73220.25,82593.3894685001,81144.7477570626,70515.9848503584,74933.9071798401,76933.3968334669,72910.500229627,74619.0339655599,71157.149424506,75047.1391267023,77031.4708730108,78932.777385598,76255.7259705233,76579.0367858823,71345.8105692489,73316.0900761007,72098.9528173941,78182.2586071396,72724.6447900657,73985.8472969995,71026.1504155062,79551.9729957208,75754.5270016918,73679.1721444442,72370.920249114,69992.8810948087,77101.9783497366,72023.3434492448,71022.7128917594,75119.5863225929,77324.9624376195,73468.7379010453,77669.5518892476,80040.9625951909,80486.4747355673,80602.2087531309,77345.0505242069,70850.2947157667,75293.6004823166,76597.8919230657,73641.5332708013,74739.4978656463,79897.6468403465,76558.4731458157,73569.3593941443,71180.7009748768,75905.6548575016,78049.5336661177,79583.5566687082,81012.6669746142,75086.6698660377,74969.3985625715,78832.5862349522,74967.4676534637,77946.5555833609,72521.6818724941,73083.4960255897,69656.466439697,66540.7604293362,77827.1110235911,69602.8973758302,78423.3550863353,78150.0657973346,75265.9627113201,75511.0480857377,69871.2193675475,70425.6860880047,73408.9008699685,72216.996668094,72509.0582682592,75629.1130785704,78097.2137104722,77109.4165851908,68989.3076015016,72563.3255632993,74723.3751716147,77223.151760536,69946.4222961918,76257.6813816916,72356.8051249278,74768.5830318768,74815.8728308784,71881.6200580544,80934.1466777933,77231.1614548695,74963.030089206,76178.8910297538,73327.9971740793,74504.5628640086,72736.2336059538,78144.9012167937
2016-03-09 19:00:00,72329.25,77551.2605067739,72136.3049376953,72364.3936153049,75515.1103880087,76438.913528108,75627.5871954344,74602.3741660767,77700.3662514073,72835.0573255586,75270.6867160206,79509.2077440531,72086.9638138033,85566.8634573596,79292.1419159787,72342.762905001,77750.8332957114,71552.5272315096,79645.5760343662,74510.7374720982,75364.8200704593,84303.0199959604,80747.7046299894,75207.5170837729,74345.5988668806,79247.8913058396,75571.8455782527,74072.8232978102,74166.6285997173,79054.7898382465,71353.9036734625,75788.9565296098,78326.8404589612,70826.3551839386,75194.7930298747,68024.271113432,75780.4325018561,67766.8482782347,74989.9187900529,71496.2542062594,77563.7060452999,74244.1193394999,81401.5799062118,81463.0666845994,70824.7393282139,72255.8144918708,75022.9929026051,78170.4190802758,82910.8256646302,80739.2907932582,78202.4569061684,80568.2873221327,75841.7830175638,74001.9080755646,72439.9187967918,70952.4046586259,81633.7002939163,74123.5997591789,74152.0925106845,74627.2246583517,71842.768077179,80950.4211938238,78038.9936184495,67831.4324581844,71629.1514908955,76013.9811926994,78596.5762764165,73618.3912314077,75190.2948641938,70817.9059067503,77607.1607931135,80924.0234826709,74608.5386172704,79773.1056098055,80161.2550192927,73862.5654190438,77187.6545972948,69236.2117948595,78648.3828531628,80893.774579274,79217.2824659291,79272.6557046278,81917.3624001432,76568.6568278296,75648.5526273568,72911.6503192206,77314.3635704558,70706.8519432609,79210.0744572046,72773.6587778978,73743.5203957017
2016-03-10 19:00:00,71350,80044.6016356431,74500.7013624084,74483.0980460146,81171.609496937,73178.5225039107,71271.8193838543,69769.0052109453,70904.5306432899,73612.5078512732,68407.5913209536,73447.5226211088,75471.2333479808,78537.9719844158,71800.7756514164,67557.2730422868,73047.2763943698,78355.2243591991,70181.0180683255,75648.4050640594,79490.2477435707,75991.9395179062,72759.3622107472,75135.7765047864,74828.2287794369,71540.9671739076,76189.0662264296,76779.4431751231,74323.7841027818,66500.1191798592,81544.4420188776,75335.910986474,75091.3967078642,71818.6902433095,75233.7006885721,74690.5095066286,78134.4204720925,67760.1180909287,71402.7427099894,83170.0187284416,75354.9030484675,74861.0136783139,70645.0203204996,75746.8893913497,79039.2922909584,70051.8113795762,74171.1516469996,78006.7190485313,77539.8950431662,73287.8915998969,74104.6493480584,77355.1845276813,74187.5093107643,74843.8077597495,69047.5527162012,69084.0304980328,80677.4009839228,80034.0387393797,78073.6281901456,72546.4064002874,79076.2092892363,75493.7956928947,68329.6427561494,76589.7443145478,79432.766761022,78145.6134331539,78002.8716396154,72896.4700797585,71241.2368715147,75068.2033896807,72527.6811728304,72134.1458624955,81287.3513209934,74189.3742410671,76553.3133772532,76922.98570974,75269.7488500208,77729.365936846,66832.1512221192,75546.2612867513,75647.0034419399,78117.2416632618,72343.4180264019,76847.6264804645,78671.2814999329,67986.2033612256,76543.7360494281,73249.3821674876,71257.8801467887,75481.5730541453,73188.1392735153
2016-03-11 11:00:00,71703.25,71575.9339783172,73742.5337725541,76941.2029271403,72490.346340767,72687.9513386762,71033.5055048401,72156.2973630409,70611.9115261419,77874.7160933271,77311.885926982,73780.0436954452,75226.1999645652,73216.8530770907,69785.6902170371,69693.447157371,76501.7351513329,77781.3248279849,77348.2402550438,75836.463394238,72361.9451737811,72975.0053965524,77510.47062981,79174.4047192619,71320.7886184878,77438.1635068808,71289.2504685758,76625.0639954653,67655.4008355801,71853.7985917002,74954.721511753,70777.5665925645,73663.6410523981,76860.7923755452,71672.649123685,77349.7807547736,72148.8513922047,79246.0624632468,70784.0368241124,74737.9959897267,66500.9043694748,73576.6842116196,72373.1038197792,70024.8095850117,70218.6585939996,71751.1833059212,78085.4012530501,71944.1920024407,78672.4970497862,70932.9605981842,78790.2450826376,77379.2045942009,72837.4535250372,76647.9316450226,67941.2393535455,73714.1727997221,72712.3253680619,75427.351768284,74390.662778364,77541.3390346197,74838.0413017613,75838.8072599838,78193.4177739168,69591.2034991173,70574.870848599,77387.0719956292,77474.7086511222,71350.7870951305,74536.1581090912,71362.0872055423,71407.9272992406,73974.4842251021,67626.7677195227,72781.6161952766,68100.5664066609,71812.5715251271,71415.8764693636,73034.2834057735,74263.4211325143,74420.2974802146,69796.3601168523,70614.6606045157,74527.5160304245,78015.6147068742,74481.2908712511,72193.8864140109,71909.2861455253,72607.6678566618,71459.8507899412,71587.8477888507,73632.6500780264
2016-03-12 11:00:00,61095.5,63637.1905470784,61270.3939914485,61197.0762720009,60103.9463945087,61232.221940339,57314.6501288643,58693.1112812626,63746.601469144,68625.8613248542,61529.1662470749,63605.3356806943,57807.6956694649,59419.5610503097,59742.6448474641,62903.5304420291,63807.1454828813,61792.3389142705,61494.3450311829,64305.8475794315,61907.3260135158,63748.3016454381,56880.0096231779,62815.9859021893,63718.5530658183,66897.2734253698,59866.8419307203,72751.9926279468,61598.2931098338,61790.0978403693,64064.1132193087,62288.8199837242,61494.1149835001,61463.6101658418,62239.7519828034,63819.131578137,61156.0115508577,63129.3937112087,63560.8601817868,62929.1067160855,64204.1252593746,62017.3112816779,60919.4875651579,63709.9040024853,60998.794824102,59859.632589189,63260.2099150038,60712.3604278291,61660.3021817497,61892.4938934977,61842.1092683942,59084.9223961416,63086.0521365425,61378.349650255,64065.402010532,62265.564170857,66112.778412342,62454.1204014308,61948.6716108807,55815.4934664138,63768.4663105413,63464.3963324431,63782.1804771062,69414.9213234185,68506.0734451731,65564.7764718071,63330.9102472383,62870.1756192474,62708.6300030871,61597.7162705575,63622.1217844234,62924.3660199452,63736.1755659961,57032.0590501231,65713.5228235385,66279.2679335231,57643.8091262242,65129.4515003933,58525.5070453927,60732.011676648,66271.717587471,67476.5659343777,64658.9302270717,61722.0008934837,59166.8007594091,63654.9019178339,60348.8634407516,68059.3230189587,62180.2723554381,60566.649026848,61351.969736939
2016-03-13 19:00:00,57673.75,54780.1498833669,53273.3265615254,57118.2769867174,53485.0584798396,57256.059855805,53399.4568551615,59308.2875941651,58655.0586600482,55537.015813249,54364.1921500177,53145.8563617532,55052.0649915486,53964.6420205755,60752.0093757899,54977.7141408633,54531.2281679703,58713.2773016266,52832.9377703043,64591.8255079625,58002.2765913393,56436.8517425895,61634.913441332,57345.8217942244,54562.1155432487,57975.1372045981,60348.1600168266,61442.3435924839,58696.0366990786,59128.2913282562,57006.382827032,57003.457710412,60969.3768013857,54659.2519268742,59652.2107615569,57624.1314515336,56684.1253472831,55567.3819692358,55159.4930008501,56575.2066017374,60199.5926372423,55697.2820067118,58535.4466151675,56720.2992971005,59496.579867814,56583.5118660975,60654.0116681233,55709.5550667583,57063.5308159667,57933.6232325393,53841.9703621036,55298.2992879365,57889.8269464766,54836.03289245,59374.488978118,58710.6049023862,57219.8341768305,60492.3847632872,57834.7342551727,60434.8149706976,61850.9220434244,62995.1824413122,55136.8072646749,55994.4710913244,55632.2328165645,55638.1512934533,58870.9083943237,57515.4825565357,59215.8739976416,57986.3927873366,56333.5314397835,58889.6351328196,58373.5663965881,56355.7344736829,58400.7339433608,54430.8252470094,62553.3715963714,56611.5655641185,62152.2799262978,55868.2718512196,55277.8611685114,53463.0387175154,59837.2419078649,61023.3057860784,53341.913359516,62000.8374338718,64022.5421937102,57653.667967033,59724.6501342016,58383.9369768628,55159.1532411534
2016-03-14 19:00:00,70277.25,73355.7937812672,72147.3200614072,74909.7015354093,75633.940202627,73203.8713105219,80252.4340492589,74367.4764509371,77924.3129007935,75685.2836719742,72784.0868634912,73300.7735740944,66266.4398452701,73113.7865536594,70875.2454260609,78715.3361467909,77133.3787428423,70113.794160646,72399.246461853,76457.6481420896,76841.7409453648,75385.5760611439,71973.9928305081,73357.0972069516,75587.6597700378,71324.0848677977,77055.3902725463,74191.7677675321,78635.2097513745,70879.7968947783,72868.3311445844,76032.8278902848,69709.2505500731,69894.1095665857,78957.5627749387,70748.2230819927,73401.8541276057,76239.0294808302,76493.3468800293,71900.9621327394,84099.2366525501,72345.5305451681,75063.7003185404,68853.7236042863,72706.5442726308,73342.1968083889,73313.3328316836,75736.9973869934,70131.22314067,75545.0260227264,75322.1776921818,69839.1791666871,71064.9076873705,65925.4425897083,74531.7428256155,75289.2266335887,74528.1782331255,75872.1128763026,75238.4501754458,75733.598191948,71220.8391444238,80617.2679645993,73614.0569928634,71865.3440106433,75458.3427524958,65802.6295487967,72475.5532865835,70714.5323085285,72555.3036930651,68817.5298705038,72157.4963977493,74565.4639515416,72280.6338090365,75800.2826337788,73088.1706789774,75645.8148319823,71886.5345747069,78844.3277697523,76763.0565526595,68437.8267295162,73823.4947066878,70245.7378738219,73372.0767248107,70758.7045730139,72714.2692463235,73116.2200825699,74573.5075797003,73164.3549270353,75996.2488349479,66100.8085513545,70985.2521131781
2016-03-15 11:00:00,73035,72973.1552246726,74088.2919561308,73167.886645703,71479.9829263137,71509.8736618903,76171.2911139876,71029.2887713982,68958.0947475889,75281.4756893098,69319.1367606625,74154.6591693276,74944.1946161658,79232.760982453,72145.3853358779,75431.5956023595,76191.0621116048,68226.4471545526,69680.3732631204,79781.3856631216,75221.6507313807,70178.8471038282,74149.5372030599,73143.5879115706,77668.2725927916,72178.8717956949,73002.6604866072,72325.5503282999,78194.2628865691,74362.6550455393,72924.3231887358,73408.3300294103,75342.6736468004,74061.5795402632,68625.5596946008,71046.8537605296,70914.2720939923,72633.2348654105,70926.1831636682,71354.2827455216,81355.3162244394,81371.5189418522,78745.9403804123,69875.5132119465,75779.979153009,80524.5331611347,69570.8118369116,71466.4069778974,73603.5233883042,77368.1532590198,78114.2635573964,71698.3717530763,79362.6131245927,75082.2110874648,74195.7001808791,76229.8100178177,79732.5474892532,74618.1257114504,70387.2026859413,69633.8879350279,75683.9193659371,75820.4950015963,83243.3555956066,73068.9009278634,78948.403253614,69902.8995992192,73382.54429531,74590.7158644176,72177.5028578165,72918.5606885489,72725.8453217796,77236.6208940664,74093.3567546045,69281.2567735664,74596.6029993663,70133.8779037401,71967.5431057444,77230.8634067541,77108.7845206392,74508.0839667575,75305.0371505376,73730.2656690348,74006.4491776031,74483.0421298609,68018.85749515,75076.112677399,73769.3100894486,77230.2337969213,74390.7975386786,69514.5406031731,77139.8815117571
2016-03-16 11:00:00,73430,74729.6257969491,75995.2330963133,75364.6098614334,72832.4391805264,72248.1500751828,76082.2792420321,74951.0010725706,72376.3184792554,75732.5011708491,72342.1939473858,69922.8214607652,72221.9989488334,82502.4465066412,78234.2155252683,72577.4852669515,79104.0555554631,74322.7251924211,71909.6048037495,74972.7279808317,71180.667689404,75262.703722848,75749.618480449,80692.1845684878,72427.0258367344,68832.3340168407,73942.9928534853,74821.0520269253,67379.8355625411,82024.5144737071,74835.7452690428,74138.0457291708,69512.0697019238,71841.6559095081,71405.2897670949,72538.428311225,71959.0140169663,77826.6351763947,77143.9867317795,79819.9932327446,76877.1524761336,73527.1243271782,76036.77868572,75284.3945986286,78551.0510243903,82005.8902446677,73140.1401315001,77309.6439540391,78650.2499607731,74630.8901665158,73773.5985119851,76514.7835749677,75503.8306861231,72986.3457956221,76316.5346434998,69721.2759584135,74081.7948870814,73289.6312755194,70658.2571689946,72781.1129438081,74719.6025953652,77494.5847167597,73887.2637984079,78749.2033382334,74339.9002472213,65934.6827250735,75702.3753264097,73760.3041781642,75797.9915820881,70227.4217945791,72614.4908271231,71985.7967256922,71947.5548612144,74995.4903457163,74726.7177556748,73756.5319067064,78886.7414157552,69794.1567495339,77891.7495661665,73761.5994461883,81649.1340206009,78334.0095818181,81436.2264085097,72120.48176503,73257.789170241,80436.0496014987,76593.9956345332,76220.2627689099,77168.5941442497,79367.9958728334,72156.061204496
2016-03-17 19:00:00,70976.75,74149.3983982505,72229.7771773223,73215.6679595505,76620.789759085,69247.6859939303,71568.7308471886,73646.846877997,76382.8617402183,72874.7568493964,73419.1755809257,71661.5475151849,74149.5600950254,75060.7130361699,68917.4272702292,72611.5512224161,77992.0820279777,78625.5440653835,77481.6119234223,73101.0772240738,66909.3251204422,78263.3648646185,71634.7810993904,75046.7984749352,70224.0286516388,76930.3957035797,72627.7018244018,64178.6228143773,73236.287620911,82141.35786114,76205.1964287343,71772.2265380301,73905.1881021676,73814.9975304481,70885.0513031363,74973.8137026526,77810.864408351,71083.2608568903,71439.0467555826,84172.629641411,74112.9639550074,67397.0694986566,73978.2020478917,74016.6828496631,72361.3339222956,76527.6891885443,75333.0455401296,72940.7485601375,75595.0883095584,74988.0340075466,77096.7670512242,76297.5394393083,72576.9594491288,79289.2075716444,75492.8043301062,73649.592419407,75628.9396877359,75026.0323409098,75401.8925347082,74421.4360628032,72155.3403088413,75619.6258318184,74318.7184086471,77270.107684233,73224.2341597088,75406.0171519036,73600.6588541368,71507.4962932195,78068.6597753266,72403.6714850032,74038.3725238941,69024.4398403192,71780.8626189912,73464.441998554,75567.1809633358,74515.7206843047,77475.50099396,73874.8261502034,72989.2408584832,76118.7074328597,66154.8005376099,74232.6204031273,75587.659779601,76485.5987507307,72207.1165927366,77510.7461839897,72530.3726130127,74628.4934237976,75413.5997604953,75412.2937526071,74414.9598188193
2016-03-18 11:00:00,71238.75,70771.1321066836,76343.6608735788,73460.644253582,79096.8427208355,70515.0582180114,72399.7540449628,72346.2759435571,76073.6043544315,73525.7842771648,76539.8820455997,73860.9132527297,73560.659048307,68057.3877024214,73824.5006536738,71290.4458040545,69592.9196725535,76950.0729819702,70925.5621812292,74640.2579347911,74535.2451681123,69290.0032008196,74137.9826312283,69320.6672633242,71821.9185222546,76532.5271314112,74704.1198580585,70796.2742745221,70686.3561949862,73687.041518372,71995.4630256466,64460.8073930413,72171.0608277946,71747.1202988129,71284.1445550406,78217.4360196743,70071.3301259565,73856.2465044717,74162.047744522,74824.7100846171,70544.8154566771,78378.2860244338,75189.1638385212,76375.4974862181,76675.3380962828,72726.8382687054,73044.6788722358,71580.5729435956,74932.126943574,70878.4794155759,72476.8398439244,75857.7816133175,73349.0873424707,70449.236945458,70617.1343940098,74981.9642167001,71412.7014940999,76297.7943792451,71190.8500656931,76568.0978675452,70686.6941961767,75002.8593212722,69358.6327375427,75236.4620619626,66293.3831073313,68670.4080730322,73963.0919721432,71743.8971887873,73625.0964856637,72512.3408463539,69024.5710643573,71329.1344252053,69641.7044750285,70577.2440307199,76207.1926111775,76740.8066518548,67743.4604785761,75386.5599907581,74014.0379773773,73591.9088349706,73771.5302027832,76569.108887442,74804.0130738477,75404.2323026517,72242.6189199356,72994.2424663616,80007.1558750541,70867.5948173187,72417.0183376076,68009.585844295,76946.6068256239
2016-03-19 11:00:00,60894.5,63346.4348238814,61917.3335017601,58488.528437008,61798.1105835994,62212.2299308401,62599.2679194437,58143.8911871374,60716.3785648022,56539.3871394537,60749.8402393205,63878.7465709363,63035.3045610936,63046.2695268369,64385.7718332219,61802.3598011525,58158.5701922106,65213.8527403426,60544.156786088,64288.1122079049,62176.2214699661,62463.1881546952,64410.1971806087,58260.8475121268,59732.8414141043,61455.7126397497,59832.9309472617,60059.5461951212,62501.6594468376,63070.9839572986,61918.8397436985,60793.6853833177,63464.0700951889,63133.3888703568,62584.0940533226,60671.698199903,61736.8878703148,61323.9247868936,65130.2254240949,60340.9657197763,61566.7368493048,60163.5544216876,60796.0588358658,59943.21967842,61027.1452911037,61961.6471847846,66914.2583848217,63015.5977354682,60859.9354733922,66207.409071772,59507.8559596883,61684.4752425334,59266.0256305584,63285.9422209712,62337.1913327198,62333.1925029292,65512.6388273643,62502.337976316,64576.1155604372,60346.8191542162,63654.5080344996,60864.0325124682,62718.4291356309,59970.8448793327,58410.6690603549,57129.5666903857,65474.6240593314,64294.2222984813,65854.9917907547,61630.5691443645,60463.763542344,59873.1768082112,62704.3012279702,55934.2699347505,61722.2257969125,66190.040605671,63175.6100918253,58553.9898641078,61212.6625506732,62653.0059217736,64423.4209340458,63422.6695227696,65652.507423245,59945.0898780632,64439.4787481346,64465.2901050812,59797.3623480358,59283.6484531158,60338.6526925309,61698.5242912812,61634.0391846012
2016-03-20 19:00:00,57394.25,57641.6222989571,54041.9429079414,53188.7915521224,55758.4008225059,54695.9632456307,58838.6603860633,53819.4822368112,53530.6132681901,57107.4520363122,61599.2014486139,58383.5070041853,55365.6826849862,58385.8150611844,54478.9138802305,57050.9063843135,53868.0301260317,54387.9520777937,59777.1435647373,54063.3707574575,56219.9935274183,60328.1515257887,59856.678439837,60165.2643704091,57804.9256630924,57231.5196678759,55438.9248056299,59859.1323356285,52325.6669424155,55962.3901124315,59058.5820449552,59795.2363415633,54847.9252415114,60110.6598749332,55623.2243585879,56484.8465528234,57238.5556324851,63528.3468968509,56887.6010342292,59350.8720604037,55902.7116845932,53515.7758673348,54963.8674143869,59655.1064663195,61720.9487438667,54898.807077454,58536.2343957567,60880.1968363955,56697.0721134814,56256.5995308562,64706.0660963031,54248.2975909601,61680.4822298849,59380.6375262952,63810.2247675219,56057.7366230439,57669.0481380256,60838.6714365293,54015.4673002775,57870.988709387,58072.7052318558,56747.9461172202,58637.4745625862,58020.9728609766,62475.4740328807,60826.8208655772,60035.730582975,57231.1054797801,52659.8470238548,57864.809795162,59370.3774121059,55134.9233978064,58244.3115824484,54435.9874673214,53463.0488957496,61543.9517611959,61032.6435698436,59274.0468139467,55587.021553171,52363.1082303672,62697.5267672087,56061.7330033965,58100.1891877317,55339.5716730282,56787.0211551792,56256.8166400235,59187.4912655559,56975.7781293868,53044.3251158324,58129.502265265,56657.4809201139
