"ds","peak","peak_dis.1","peak_dis.2","peak_dis.3","peak_dis.4","peak_dis.5","peak_dis.6","peak_dis.7","peak_dis.8","peak_dis.9","peak_dis.10","peak_dis.11","peak_dis.12","peak_dis.13","peak_dis.14","peak_dis.15","peak_dis.16","peak_dis.17","peak_dis.18","peak_dis.19","peak_dis.20","peak_dis.21","peak_dis.22","peak_dis.23","peak_dis.24","peak_dis.25","peak_dis.26","peak_dis.27","peak_dis.28","peak_dis.29","peak_dis.30","peak_dis.31","peak_dis.32","peak_dis.33","peak_dis.34","peak_dis.35","peak_dis.36","peak_dis.37","peak_dis.38","peak_dis.39","peak_dis.40","peak_dis.41","peak_dis.42","peak_dis.43","peak_dis.44","peak_dis.45"
2017-01-31 11:00:00,76698.5,76685.5156713926,76981.1371950738,77218.0399722879,77723.9730490138,77640.12700148,78021.3518388999,77461.4996422568,75542.2203683863,75364.5115414322,75848.1065305713,71885.26173809,74819.1863145153,75175.6647160684,74956.6323104566,75645.3435442371,76017.9928470599,76309.013851418,78903.1299834949,80233.5216914303,79664.9099787419,77666.7491548188,79551.7318607004,79485.5375235578,77891.2508139245,81273.7639736854,78098.8972136084,78364.6687699173,77777.1487729444,78830.7497583433,76591.3265681708,76045.0619110761,76655.1278919393,76738.4919313648,76877.7635706946,76800.2569705916,76616.9856998178,76195.4830536133,76879.233341806,77440.7474366096,77299.7920867897,76921.403801222,77259.6820916401,76477.6324308492,77049.0659557152,77206.8486824277
2017-02-01 18:00:00,76003.5,76547.7641838675,76450.1492962105,77009.8509553075,77188.2604143141,77475.3559885843,76884.3940013558,75081.5558753073,74817.0728980485,75300.6678871876,71337.8230947063,74392.6035706114,74628.2260726847,74530.0495665527,75097.9049008534,75587.0656411559,75880.0682123242,78123.6767485542,79512.1800183593,79117.4713353582,77119.3105114351,79656.7506516135,78578.4779408761,77352.5644192535,80726.3253303017,77551.4585702247,77800.7856227199,77229.7101295607,78283.3111149596,76043.8879247871,75468.3115771185,76008.4457621437,76138.0770280089,76274.0266614495,76362.0394246089,75687.2708569477,75753.5018468257,76444.9167252773,77004.5294760654,76748.478273785,76329.3490196831,76799.7363769008,75930.1937874655,76614.7656044207,76657.1070785216,76360.8820920624
2017-02-02 18:00:00,75893,76311.3154846952,76865.7746278975,77218.3689898312,77505.4645641015,76743.2340638175,75225.2242513607,74683.6569102992,75167.2518994384,71204.4071069571,74422.7121461285,74494.8100849354,74560.1581420698,75022.6889559726,75636.5956107733,75963.2122945231,77990.2607608049,79378.76403061,78984.0553476089,76978.0669965639,79337.2855324642,78593.0984146762,77382.6729947706,80592.9093425524,77418.0425824754,77667.3696349706,77093.520371442,78149.8951272103,75998.3655847396,75334.8955893692,75999.5705762527,76053.4322196349,76118.9871945482,76445.8245036925,75553.8548691984,75872.6914882523,76577.8727593846,77034.6380515825,76597.8995280217,76187.0807453104,76829.8449524179,75796.7777997162,76644.8741799378,76520.0191259089,76221.853410676,75901.2373995093
2017-02-03 11:00:00,75317.75,76222.4362190374,76021.3526193889,76507.6596379221,75926.1918764499,74389.6746629806,74229.2744272189,74756.3173270452,70387.3649195895,73588.5820843423,73801.2410332179,74012.2394489685,74564.0567458512,74464.589893995,74170.4755857035,77173.2185734373,78594.8356735522,78167.0131602413,76577.7513785279,79138.9488812608,77654.6511725082,76381.6031725536,80027.8701731892,76719.0959529093,76883.4186418911,76276.4781840744,77332.8529398427,75236.3900322673,75312.2582151653,75865.049394659,75348.3832079078,75370.0385579428,74882.1349940867,75066.1960299598,74975.0107150738,75427.2978930078,76267.6597216038,75828.5842238119,75492.5480475077,75005.3121836103,75141.5355668598,75655.8813861559,75702.9769385413,75578.3761557815,75241.3193868711,75182.2187346011
2017-02-04 18:00:00,64479,65185.084043017,65472.1796172872,64256.5661079685,63185.7791316355,62112.7169859205,62627.5455563442,58917.9969313921,62389.4271993143,61885.6015650064,62526.8731952556,62983.8062010182,63677.3328388492,64025.3138035854,65763.2790758957,66769.555510681,66374.8468276799,64461.1939372295,66951.1262528844,65835.8534331978,65349.3880479564,67983.7008226234,65085.622888911,65058.1611150416,64484.311851513,65540.6866072813,63509.7786746192,63262.0892450802,64079.1280849587,63569.8825075647,64161.8917493649,64437.9785004882,63065.078649489,63925.3329860121,64611.5892331236,65001.3531047683,64049.1130420549,63961.723407697,64796.5600056037,63750.3254755286,64682.9487776932,63929.091564787,63825.9578553348,63444.2236997059,63839.4065414381,63583.8892698588
2017-02-05 18:00:00,60799.75,62551.0043949321,60756.1576164941,60340.9140227251,58530.4110370799,59690.084508353,55996.821709037,59468.2519769592,58924.2382059353,59605.6979729005,60152.170274735,60829.1502531735,61164.3254121079,62842.1038535406,63161.3182011984,61491.3643345232,61520.5651316251,64029.9510305293,62627.56963317,62428.2128256013,64808.9718149294,62263.9088206619,61690.4140107685,61437.6878309567,62080.1778824132,60005.5857449121,60416.4032021507,61257.901115478,60559.8154099154,61343.2256027162,61623.4125902153,59937.1600233169,61045.1104070834,61761.7735553381,62164.4476665559,61008.7521253538,61104.5291904574,62005.2346610338,60918.231319083,61875.3847832486,60662.7140475037,59812.3284263497,60264.6039092803,60955.716618672,60682.135441604,60062.6309786631
2017-02-06 18:00:00,75109,76753.2900685233,75001.2970181568,74474.5682234898,74928.7332764568,70979.6301789164,74128.6349723909,74278.0294681176,74266.0809683322,74812.5532701667,75489.5332486052,75824.7084075396,77765.4838327643,79153.9871025694,78759.2784195683,76868.7434434014,78690.334025961,78247.1982372041,77211.3873903638,80368.1324145118,77193.2656544348,77442.59270693,76973.8684318806,77925.1181991697,75954.3140994531,75182.3739238339,75918.2841109096,76078.6096228344,76210.3894472232,76350.7970062002,75742.7175472147,75705.4934025151,76535.7677786803,76924.2918160936,76518.4571357769,76291.1600069994,76740.5608778449,75773.588656699,76665.6176564655,76433.5446339433,76313.5231566754,75894.2102665076,75676.4604714687,75342.5184370357,75994.099736116,76180.9481270568
2017-02-07 11:00:00,76624.25,75313.0307953357,75050.1160275158,75504.0122731467,71555.1779829425,74440.3687495698,74853.5772721436,74577.8147455111,75315.2597890895,75793.980252841,76136.4421847185,78341.0316367903,79729.5349065954,79334.8262235943,77444.2912474274,79002.0678031399,78795.8328291122,77675.4727012751,80943.6802185378,77768.8134584608,78018.140510956,77549.4162359066,78500.6660031957,76569.647540142,75740.6387163594,76469.7580705336,76785.9372512492,76866.7078110255,76662.5307833791,76307.6171409695,76012.6649579525,76847.5015558592,77328.8378725493,77216.5455038829,76889.0709607014,77052.2946550238,76404.2030956203,76977.3514336444,77094.0049398029,76933.9651339761,76529.8619034791,76349.136460725,75702.2379124964,76654.1574268605,76492.6819042357,75887.848231609
2017-02-08 11:00:00,76456.25,75271.3977090536,75658.9714430318,71776.4596644803,74424.1800110768,75074.8589536814,74757.9355327809,75433.4182947765,75785.0782872911,76126.5499413827,78755.3898062971,80085.7815142324,79556.1079051321,77665.5729289652,79091.7805469334,79337.7973463599,77896.7543828129,81164.9619000756,77990.0951399986,78239.4221924938,77770.6979174444,78721.9476847335,76793.9059681992,75895.335157507,76763.3997307481,77007.218932787,77087.9894925633,76646.3420448861,76958.4857513394,76521.4678178722,76831.3128173663,77550.1195540871,77437.8271854207,77110.3526422392,77036.1059165308,76626.6051243617,76961.1626951514,77315.2866213407,77155.2468155139,76759.1333028336,76576.7135977828,75836.4170570205,76875.4391083982,76476.4931657428,76044.5517481425,76368.8303572394
2017-02-09 18:00:00,77128.25,74848.0393498176,70960.0239501414,73702.1498669097,74258.4232393425,74164.1828045805,74533.0309906187,74906.0372298959,75296.4353541024,78034.0843750759,79364.4760830112,78739.6721907932,76852.8658013006,78731.8672022712,78616.4919151387,77080.318668474,80353.5407286765,77173.6594256597,77495.6231614983,76954.2622031055,77905.5119703946,75942.6975884947,75605.1117865432,76239.333415031,76059.0033940594,76271.5537782243,75816.2274576058,76237.1803201182,75708.3174378972,76001.1982300859,76733.6838397482,76621.3914710818,76293.9169279003,76205.9913292505,75800.162386651,76131.048107871,76498.8509070018,76338.811101175,75890.4090305519,75666.0887802221,75295.2676047294,75977.4702538603,75646.3785784624,75145.4846835583,75429.9040126023,76190.7832184481
2017-02-10 11:00:00,76926.5,70689.1460414852,73498.2011111217,73987.5453306863,73960.2340487925,74299.29368976,74232.2775728892,74689.870568728,77477.382413177,78863.5029651381,78468.794282137,76554.4170872201,78713.4973941788,78059.7899532398,76779.5302310027,80077.6482770805,76902.7815170035,77152.1085694987,76669.6119629297,77634.6340617384,75671.7246478813,75327.970546072,76035.384659243,75771.0304857296,75994.5104918426,75209.6626722314,75662.0541535334,75144.9437609436,75487.9504853952,76451.531514975,76343.4931756902,76017.2469231955,75599.4265438761,75395.2108715659,75786.1173627345,76208.4888246236,76064.1566278164,75619.5311218957,75359.7687089225,75040.5359805177,75703.6155986847,75159.0261039461,74808.0215345119,75032.4317343609,75898.8529912197,75853.1081468426
2017-02-11 18:00:00,65876,62256.9018003876,61857.6285690877,62650.728969243,63663.6507866246,64396.4323176997,64831.3546455546,66650.3527860867,67050.50962444,66655.8009414389,65247.0558949328,67756.441793837,66383.5857351876,66286.2291938839,68535.4625782371,65990.3995839696,65416.9047740762,65069.7163660239,65821.6407210403,63812.3562675302,63883.6950449628,64908.7830758427,64076.8898093193,64991.4463039552,65349.903353523,63703.4842757891,64736.3858649733,65488.2643186458,65890.9384298636,64693.8954041499,64789.1655167845,65731.7254243415,64426.1137304156,65601.8755465563,64414.9796576475,64254.9398518207,63732.0765082198,64517.2998703031,64291.5936388031,63859.4737826029,65217.8550978309,63997.2548454991,63789.1217419708,64664.2796331279,64586.8055698563,66154.703588909
2017-02-12 18:00:00,62266.75,56992.3009491531,59525.890277196,60807.8076664658,61560.5821156114,62100.343122363,63919.3412628951,64156.7974413145,62444.8018731516,62523.778244366,65025.4302706454,63652.574211996,63555.2176706923,65804.4510550454,63259.388060778,62693.6108582751,62341.1342278304,63085.2923391696,60601.1772130166,61058.1102187792,62177.7715526511,61266.2433223075,62260.4347807635,62625.6820976338,60463.7312170753,62005.3743417817,62758.2872877975,63159.926906672,61933.2681099363,62058.1539935929,63020.4342862853,61665.4207945081,62904.2269942001,61345.8782861277,59919.7174460514,60932.639263433,61695.102207224,61441.1766494914,60685.5637484691,62487.210529487,61152.6835217712,61001.0649850282,61855.7940466647,61786.2883471115,63423.6920657174,61962.8838809583
2017-02-13 18:00:00,76513.5,72698.1397403795,74410.0968863182,75165.7097873405,75782.687131442,77913.4950390173,79301.9983088224,78907.2896258213,77016.7546496544,78749.9634084945,78482.5739777465,77271.0167728973,80516.1436207648,77351.7204768865,77590.603913183,77121.8796381336,78073.1294054227,75940.7163472809,75164.4384820296,75939.7162642527,76120.143217774,76239.9675866736,76240.5775095904,75978.0932877571,75687.4170188074,76410.4263887337,76901.3012747763,76789.0089061099,76375.9639033755,76725.247038999,75671.5995077867,76595.3971612139,76594.8404147191,76467.3697712471,75861.2499180292,75501.2762109712,75070.4114239768,75996.5822133007,76157.7002089219,75014.8685642459,75251.0510062879,76163.7834483014,75794.9081103148,77116.8068214861,76666.4683420299,76481.7859333033
2017-02-14 18:00:00,74955,74691.251969313,75435.9530424241,76148.2287498893,78138.8444332137,79492.4525196139,79097.7438366128,77183.3666416959,79115.5050269418,78721.2519732765,77636.5583913446,80706.5978315563,77542.174687678,77781.0581239745,77298.5615174055,78263.5836162141,76051.7041288206,75484.9685658844,76322.0474228012,76264.647786411,76425.0039736991,76606.1191280376,76201.3694831403,76052.9586372547,76783.6856145715,77246.6225934921,76972.442730166,76559.0224357344,77090.7886574463,75691.7304217627,76960.9387796611,76772.0100509878,76651.9885737199,75998.479820636,75650.6568719078,75356.3180786039,76130.9443714693,76523.2418273692,75095.6120144049,75384.620303855,76309.6215209377,76126.7209120427,77482.3484399334,76837.4383790994,76848.3620440939,76341.154593317
2017-02-15 18:00:00,74683.5,74685.8748922816,75430.9365100087,78264.0305141349,79594.4222220702,78173.1916618147,77077.5800531491,79081.1278209918,78846.4380541977,77293.139625863,80583.4868677355,76891.6073380825,77720.9047582093,76426.4690285181,77415.4805528875,75109.6183078638,74581.7470997608,76034.8805204373,75382.3221673965,75525.8001734587,75938.0742611344,76320.5819995988,75539.3879797955,76111.6849937698,76674.6676031596,76745.980917027,76268.995750765,76424.9967317354,75591.7504402261,76294.1542335241,76619.2225980054,75721.6443028732,75320.3663207469,75484.1982373739,74573.4412577363,75197.6921796857,75741.7001827965,74770.4199559756,75280.949296457,75963.4597328158,75271.4547666732,76818.0654265222,76559.7032900744,76183.0445383394,75836.446139059,76073.5195204179
2017-02-16 18:00:00,74912.25,75191.8662848402,77106.9761822654,77970.6889423542,77270.9854222819,75946.439944449,78457.7654319551,77066.7533300709,76734.1185544185,79403.7234419912,76444.194744599,76259.2719106931,75639.7662023628,76436.8252018833,74205.7999011088,74517.3888356619,75402.9057412266,74617.1726556731,75287.2527407167,75699.9174376195,74540.897275472,75101.3454785694,75873.5281702549,76336.3276849237,75319.3423888652,75138.8307781584,76186.8399082205,74520.3597231775,76055.9974100092,74960.8132068902,75032.5202266278,74441.2155791494,74599.5173616371,74446.262461274,74291.5911149326,75503.5433592816,74187.9964089906,74657.5869074203,74907.1983462647,75207.0965025742,76579.9086030073,75598.2894878394,75944.8877148245,75252.3516047571,75668.6807539972,73788.8121323869
2017-02-17 11:00:00,75061.25,75932.1107606349,77344.9134119579,76925.9053474389,75320.6644140527,78166.6457554487,76386.9119529568,75202.6257647557,78777.9479115949,75469.173691315,75633.4963802968,75093.058040075,76091.7451270403,73852.3219368678,73880.994692144,74777.1302108303,74060.8371943782,74214.3299098261,73483.1007134714,73805.1342590122,73439.9244650076,74168.4292576983,75068.3877484948,74764.9757612225,74338.8901846939,73955.4147999512,73628.6013796445,74489.9462036527,74591.4646671254,74471.9664263409,73813.6857684503,73702.6087136142,73469.8778552213,73941.771662812,73262.4802476598,72795.75095527,74365.1719670041,74601.7850550471,74581.3209721779,75258.0984663978,74972.5139574431,74433.0898868323,74626.5760743608,74322.857159884,73302.6331776059,71897.0120753116
2017-02-18 18:00:00,63210.5,66406.2839322738,66011.5752492727,64178.7279419088,66475.9553730773,65568.3644821335,65073.573975718,67620.4292442162,64824.6300556681,65017.7806624687,64288.2956665895,65177.4150288741,63032.1809419234,62450.8865920521,63548.5331366403,63214.505615017,63610.3297546559,64023.4894711677,63148.3954564539,63450.162106205,64203.2907078803,64695.5963865755,63987.9088622579,63531.6972823934,64505.8090153409,62990.3328869442,64423.4534387743,63735.0674985507,63606.9375949521,62946.3897280996,63108.7183900517,62862.4075446987,63082.0724685023,63859.9181452378,62603.2086242031,62376.8762395076,63246.3965658204,63128.139784152,64997.0087374801,63857.1856818401,64304.0882304903,63342.6498198858,63951.1393522946,62051.7023154485,62258.3327688977,62502.8504396223
2017-02-19 18:00:00,60178.25,60368.2264432511,60857.7970246551,63000.0703948946,62131.4375655637,61893.9813871443,63779.0911792946,61521.1237592974,60780.6252802162,60253.1031013999,61230.5395442147,57894.3575703006,59026.9654614396,60128.0722269689,59361.9966100729,60205.1524702,60641.1052549207,58660.6599360788,60138.3914435639,60766.3863612507,61348.7450774854,59856.9555777714,60415.2187175119,61317.60135279,59632.833411869,61022.8678062463,59386.522566516,57548.0167928809,58660.2038727183,59652.2548059693,59514.4479087615,58438.3713413245,60449.2286070297,59233.2676661529,58975.0016138694,59784.9823242827,59703.9087934579,61597.6889975353,59964.2702158383,60897.373000038,60279.4391498455,60531.3608673922,58575.8173372658,58900.9912613249,59187.2609160224,58782.447790715
2017-02-20 11:00:00,75618.25,76491.9752827223,77309.1891071793,78154.6072999617,76741.4083403357,79364.9828990276,76889.6070648278,77325.9327590134,76388.6907830627,77722.7334245566,74825.5057761101,73625.9745119152,74780.4473385097,74986.3533007,75263.3134434775,74980.2518829498,75153.2458217496,74397.3937075942,75102.9000899963,76015.3246866249,75894.8020021158,75302.1899829861,75443.6360480325,74425.858071939,75359.3660270445,75705.0089511556,75421.6882237707,74771.9952194572,74306.8340721215,73974.1813161316,74891.0607510234,74786.2303782916,73836.611481768,74088.3822858507,75044.5534664713,74568.8513561914,75910.5088843729,75805.4420133866,75350.6407848902,75169.1137413391,74877.1860411678,72917.1652415284,73242.3391655875,73545.8803014892,75475.4093463947,73574.6155704155
2017-02-21 11:00:00,75869,78306.1790433449,79137.1351645274,77801.9608770806,80425.5354357725,77950.1596015727,78205.8397138639,77449.2433198076,78783.2859613015,75887.1786600586,74686.5270486601,75708.4230312707,76051.5027573767,76336.8034739497,75993.1117302136,75961.8505073094,75480.0787022618,76118.3928365436,77244.5591905126,77075.8772233698,76365.1340818875,76469.7636111588,75506.9132626381,76374.8742815392,76865.9945501315,76484.6525744313,75837.2871334797,75369.7034488437,74984.8398871619,75967.4182805877,75819.8316914093,74897.1640185129,75148.9348225956,76118.9176444216,75638.8221894513,76921.1674554032,76955.3545388607,76412.0437865084,76246.7401499117,75883.3673426851,73927.8238125587,74252.9977366178,74606.4328382341,76660.764291696,74585.2741414458,76540.173690107
2017-02-22 11:00:00,76047.25,78527.6217861757,77192.4474987289,79816.0220574208,77340.646223221,77596.3263355122,76839.7299414559,78173.7725829498,75276.5449345033,74874.2344699027,76020.0452012463,75437.3924590932,75714.3526018707,75077.2083737965,75194.1092891395,74564.1753458447,75218.05006332,76635.0458121609,76466.3638450181,75753.2291413793,75630.5166334844,74897.3998842864,75730.7805281908,76256.4811717798,75875.1391960796,75227.773755128,74770.6355584425,74491.6425867446,75342.0999094166,74903.9283349922,74287.6506401612,74817.4608985101,75495.5926248645,75835.1990762915,76295.0008583056,76345.841160509,75801.6799432834,75886.1545585255,75379.5870699512,73868.9930319231,73408.9956901261,73996.9194598824,76156.0481095488,73667.5285447681,76051.2509133443,75930.6603117553
2017-02-23 18:00:00,74930.5,77677.6260394576,79956.7129683149,77737.0172464063,78406.640293941,77333.138409623,78668.3126970697,75498.5958131301,74250.3832870241,75566.9615544983,75650.095176964,75896.3116144299,75435.5439972405,75557.8364604183,74928.6059416056,75620.8264714436,76980.42085235,76775.736723055,75943.2213190508,76057.0026769223,75075.1763527802,75841.2106072715,76486.5320714031,76087.553515858,75372.3594912424,74914.7385139603,74375.7082773749,75550.7893391157,75254.8143387978,74428.3415510553,74680.7260425622,75777.9176824541,75255.4998539743,77067.0945941442,76607.0547559122,76022.1251877464,75867.9810064921,75364.5587263263,73375.4493316912,73694.1592423232,74137.6103707765,76397.1720826738,74026.8269043176,76296.7390204429,76191.9418242384,75418.356192601
2017-02-24 11:00:00,72801.5,79424.9845891046,77205.288867196,77924.9545298513,76949.6087549048,78136.5843178595,74966.8674339198,73883.227866797,75329.7021355893,75118.3667977537,75364.5832352196,73965.84364065,75076.1506963287,74170.5286288486,74381.776945173,76801.4100304127,76448.6924731397,75411.4929398405,74349.2306645301,74543.4479735699,74888.3444337473,76075.3263767019,75555.8251366477,74840.6311120321,74383.01013475,73511.3565800537,75019.0609599054,74222.0171487873,73896.613171845,74148.9976633519,75246.1893032438,74937.3022780835,76082.1798878809,76244.0083438447,75490.3968085361,75336.2526272818,74823.8950045854,72871.1829071449,73017.9582218099,73605.8819915662,75954.8036921928,72975.4133246382,75865.4437034635,75765.0106412326,74886.6278133907,75660.2134450281
