"ds","peak","peak_dis.1","peak_dis.2","peak_dis.3","peak_dis.4","peak_dis.5","peak_dis.6","peak_dis.7","peak_dis.8","peak_dis.9","peak_dis.10","peak_dis.11","peak_dis.12","peak_dis.13","peak_dis.14","peak_dis.15","peak_dis.16","peak_dis.17","peak_dis.18","peak_dis.19","peak_dis.20","peak_dis.21","peak_dis.22","peak_dis.23","peak_dis.24","peak_dis.25","peak_dis.26","peak_dis.27","peak_dis.28","peak_dis.29","peak_dis.30","peak_dis.31","peak_dis.32","peak_dis.33","peak_dis.34","peak_dis.35","peak_dis.36","peak_dis.37","peak_dis.38","peak_dis.39","peak_dis.40","peak_dis.41","peak_dis.42","peak_dis.43","peak_dis.44","peak_dis.45"
2017-01-31 11:00:00,76698.5,75972.4184785941,76675.9756100001,77249.8599582642,75830.8477273733,75472.1712536136,75886.0167197065,75411.3048918702,74840.9942064696,75100.715681369,82395.3198228569,72949.3540433399,75590.0900451633,74559.2958377189,75241.1468765279,75170.9909528365,78399.9367229146,81503.8217808403,77339.2524257826,78095.6487139977,77672.5713035794,76252.7407950623,79317.895287738,79640.1342357885,77613.8891915566,77812.4578645279,76648.1888643105,78158.7307421156,76578.5266351007,77885.1783703456,76325.5714230275,76676.5323972409,76805.5259580561,76803.5917566966,77144.3983542348,77605.6092204894,76727.077498108,77039.0531537128,76753.2284994106,78383.3554566204,77971.2767861936,77413.2142793063,77484.3957397313,76895.7560871024,76856.402544275,77536.7805530657
2017-02-01 18:00:00,76003.5,76182.8819070999,77030.5687640339,75402.8579856571,75122.3025325257,75566.9896243251,75268.6153759426,74607.8262039418,74958.0261654413,82252.6303069293,72195.9927012522,74845.8878269296,73843.8747249444,74487.7855344402,74417.6296107488,77645.1709064338,81073.823164967,77090.0813924898,77260.1528150755,77459.8440848648,75496.431896986,78557.1984500494,79311.3823661716,77382.1347849147,77665.2221080914,76435.8371191731,78016.041226188,76315.7941738983,77742.488854418,76126.5664529849,76505.4993483829,76046.9686134704,76580.0444237948,76863.4233280193,76981.9225285563,76533.8428813133,76281.6619991922,75991.3845049708,78240.6659406928,77828.587270266,77186.4124621409,76722.0562259873,76657.1237372015,76097.9685089084,77254.1381261057,77522.3202451583
2017-02-02 18:00:00,75893,75780.9072198697,74631.4987938153,74266.609263843,74688.3435997962,74018.9538317784,73651.1832220872,73708.3646212771,81002.9687627651,71759.5430589575,74501.1717288934,73369.4848533365,74051.3358921455,73981.1799684541,77208.7212641391,80550.3856406489,76077.0550980588,76823.7031727808,76210.1825407006,75134.4960951845,78120.7488077547,78328.7632137782,76132.4732407505,76576.2017809618,75396.005060881,76766.3796820238,75065.4813662093,76492.8273102538,75062.9298106799,75278.9708799616,75608.2381815992,75486.1646256177,75917.3921887857,76414.8859319049,75291.532166399,75845.2123568975,75563.4175150282,76991.0043965286,76578.9257261018,75989.2158683078,76285.6065836926,75399.961632066,75661.5188666137,76004.4765819414,76272.6587009941,74930.988210616
2017-02-03 11:00:00,75317.75,73290.906485525,73039.1784221693,73386.9151132598,73088.5408648773,72482.9268847195,72777.951654376,80072.555795864,69885.6153419716,72665.8133158643,71663.800213879,72177.4081751596,72333.030204472,75334.7935471532,80228.9472608914,74910.0068814245,74949.7754557949,75279.7695737995,73189.002093694,76581.7194019515,76702.7361497752,75202.0602738494,75582.9420916485,74322.7405975997,75835.9667151227,74235.6272126001,75562.4143433527,74000.5752437149,74351.1151199657,74825.7496507313,74688.7692679226,74801.8480174909,74990.86772879,74612.7405756404,73971.2846399116,73689.4897980423,76060.5914296275,75648.5127592007,75006.3379510755,74407.5799265854,74555.9857306765,73859.7421349354,75074.0636150403,75342.245734093,74056.2140521304,73601.0511637252
2017-02-04 18:00:00,64479,62798.9884824501,63211.663153142,62520.8341357447,62309.5987253559,61767.477024169,69062.0811656569,60417.9585622262,63054.182116416,62027.9003566052,62709.7513954142,62639.5954717228,65867.1367674078,67830.6240022508,64709.6085698181,65482.1186760495,64269.2949435924,63643.2615123789,66779.1643110234,66086.7660156627,64191.5856436423,65234.6172842305,63976.1331349157,64825.4920849156,63225.1525823931,64880.0193288716,63601.9882032376,63792.9115984532,64221.8330182969,64054.4205641497,64559.5712216649,65065.8282762546,63377.9359473914,64503.6278601662,64144.5801288864,65353.7206835801,64638.0381289936,64643.8158586144,64939.92314684,63859.9594397871,64266.6536848679,64063.5889848333,64331.7711038859,63045.7394219234,63937.3863832303,64390.7988177156
2017-02-05 18:00:00,60799.75,60973.5403456187,60282.7113282214,60071.4759178326,59456.5865146698,64002.3054994352,58179.8357547029,60686.9019595884,59789.7775490819,60471.6285878909,60401.4726641995,63629.0139598845,65592.5011947275,62471.4857622948,63243.9958685262,61164.877778064,61405.1387048556,64541.0415035001,63848.6432081394,61254.036578792,62996.4944767072,61738.0103273924,62086.884255638,60816.0593088927,62641.8965213483,61363.8653957143,61554.7887909299,61983.7102107736,61816.2977566264,62321.4484141416,62827.7054687313,61051.7914895607,62265.5050526429,61906.4573213631,63115.5978760568,61483.2225064253,62405.6930510911,62701.8003393167,61621.8366322638,62028.5308773446,61105.9541454961,61290.312334946,60560.8656749268,61699.263575707,62172.5788953423,60921.4644246388
2017-02-06 18:00:00,75109,72762.168808114,72459.0600891807,72571.3117471343,79841.7179044807,70567.419926051,73090.2371363247,72177.36172043,72859.212759239,72789.0568355476,76016.5981312326,78377.5695931421,74859.0699336429,75631.5800398743,75048.9316824162,73751.4495670624,76928.6256748482,76843.5287377062,74971.2223824661,75384.0786480553,74086.8477470551,75605.1288237394,73903.3715500037,75331.5764519694,73694.5018962641,74087.8321993831,74294.0414927112,74157.5726862152,74709.0325854897,75215.2896400794,74119.2589291302,74653.089223991,74203.8819279745,75829.7535382442,75417.6748678174,74793.2772224392,75089.3845106648,74238.7107737816,74371.2943821217,74843.2257236571,75111.4078427097,73756.6084127299,74009.4208036119,74560.1630666904,74619.6563615853,74416.1150486927
2017-02-07 11:00:00,76624.25,74000.0075800023,73958.0127818322,81228.4189391786,72108.3674168726,74516.5836744535,73718.3092112516,74330.0043263692,74211.2429903911,77557.5456220542,80197.2184346538,76425.8794559739,77172.5275306959,76435.6327171141,75301.8822630996,78469.5731656698,78663.1775792179,76357.923417164,76925.0261388769,75637.8908944959,76991.8298584373,75290.9315426228,76718.2774866673,75230.0817721383,75478.6037409143,75847.3001792351,75690.0034385882,76266.2165467008,76756.237130901,75506.9782632803,76198.0665272455,75749.8362942672,77216.4545729421,76804.3759025153,76338.0402262229,76634.4309416077,75632.9123694508,75915.5115486619,76246.3133956279,76498.1088774076,75156.4383870295,75553.787945529,76131.6707939385,76020.2713272462,75964.5393315887,74631.1846271463
2017-02-08 11:00:00,76456.25,74306.0631845815,81704.6936681215,72080.3440544534,74372.1368876414,73690.2858488324,74183.2196279719,73971.9842175831,77529.522259635,80746.5660526802,76573.3639220137,77144.5041682767,76923.2630368212,75202.0584097191,78441.5498032506,78813.4262818756,76846.1543983303,77117.2854692837,75767.8575350905,77468.1045873802,75691.8536244854,77194.5522156102,75491.8800071929,75887.9004803653,75745.6817735189,75997.9026832882,76325.3484082816,76728.2137684818,75957.5627095751,76120.9665764924,75673.8888576325,77692.729301885,77280.6506314582,76672.5323460671,76606.4075791885,76036.4513433726,75831.1111160751,76747.2693761871,76981.945148844,75578.3372314201,75462.8216115946,76009.4612477895,76501.2671703691,75894.3671700008,74625.1445717548,76397.8560935547
2017-02-09 18:00:00,77128.25,80959.1349249725,71662.2576310065,73883.8945405031,72939.0083909735,73553.8977941362,73272.1994253855,77111.4358361881,80515.2426428809,75891.9304403568,76726.4177448298,76177.7042936722,74742.3237779225,78023.4633798037,78094.7513000488,76100.5956551813,76478.9163530108,75051.6459697264,76722.5458442312,74889.3865251431,76448.9934724612,74687.0279033271,75028.051091133,75257.6167239774,75359.0233836705,75758.6376603504,76310.1273450349,75268.8413755761,75702.8801530456,75195.5412458533,76947.170558736,76535.0918883092,75827.8051788647,76188.3211557416,75254.3660859776,75337.7292783585,76001.7106330381,76236.386405695,74746.3212640439,74997.5033980619,75603.920326239,75702.5456047058,75417.7476476856,73954.0504641945,75979.7696701078,75926.9736029181
2017-02-10 11:00:00,76926.5,70419.3603492759,72977.4392543073,72199.8868205992,72546.4687993761,72831.316830287,75869.9430288505,80607.0084640589,75475.6787179511,75752.2384213451,75884.2599447814,73499.4264961919,78442.3593635491,78097.7322602873,75825.5778327586,76297.4446868249,74594.1684204228,76595.0440978224,74537.2600642295,76182.9654273956,74334.9014424135,74675.9246302194,75343.2443301756,75112.9168073657,75234.8048389678,75450.0555710982,75031.1959546451,74515.7403786198,73952.6439641227,76823.1982037157,76370.4193833176,75574.8471420046,75067.2300633043,74952.9218111195,74174.850365955,75748.4691942677,76019.6002652211,74394.1948031303,73843.3676486673,74459.9828713149,75403.5819663065,74239.1181650544,73479.0655186841,75477.3951268377,75625.950560183,75364.1051935323
2017-02-11 18:00:00,65876,63565.0948155841,61462.2192420656,63072.1610364446,62738.9700020325,66912.8019216402,69817.6310940366,65701.9451249114,66561.0268692579,65107.2617511438,64464.4486403577,67823.4249908628,67308.354890265,65040.3440551264,66278.8779640699,64797.465009121,65836.5144396528,63754.0120752536,65926.0765694296,64391.0197829043,64583.9335973313,65057.5783350365,64851.6075807855,65563.1988474484,66110.088956094,64265.5945028515,65510.7002214774,64925.2410065343,66397.9813634195,65589.7427440612,65657.2635529605,65988.2827668007,64655.7340882926,65149.5625352039,64975.5081963561,65242.3109446672,63545.5240723912,64713.9558773459,65408.9582860865,64615.4654680045,65225.2063145267,63683.8561515622,65785.0101510524,65285.6850877742,64995.5028569124,66795.0973141349
2017-02-12 18:00:00,62266.75,59216.4815018115,60826.4232961905,60493.2322617784,64667.0641813862,66629.1469418361,63456.2073846573,64315.2891290038,61852.7050560013,62145.2820426502,65577.6872506087,64885.288955248,61958.1101717474,64033.1402238158,62468.2181370918,63039.9473475201,61438.1184113081,63678.5422684568,62088.4372366693,62296.5476487275,62749.7651166583,62551.7272688669,63264.9624812233,63864.3512158399,61624.6977593924,63163.2205458324,62605.8698405314,64152.2436231654,62218.7109001036,63317.4611071943,63738.4460864253,62338.1958570772,62811.8405947824,61739.2987120852,62010.1860927273,61108.1216649412,62409.9963480385,63087.9189399845,61508.2743349995,62903.8247949498,61319.35707533,63539.2724107983,62979.4685742726,62679.5032662802,64549.3595738807,63411.5258127064
2017-02-13 18:00:00,76513.5,72913.4643311094,72474.1194623378,77087.2962507171,80881.2411057975,75876.4394539883,76735.5211983348,76103.9540668873,74508.6693060003,78084.0487165928,78371.9649020259,76039.118208117,76453.3722931468,74820.7432121539,76900.1244514137,74617.4609032842,76379.2507199464,74430.4181620583,74827.8311320846,75086.2644162058,74984.4267485073,75583.4526151634,76284.5832851709,74891.3102822952,75508.1510093155,74953.1220028823,77097.9475815926,76489.2104339731,75784.1416358424,76158.6781557563,75142.0742583397,75166.3224257527,75934.7781340315,76170.8717629047,74357.9841864476,74747.1901513856,75460.1794168511,75630.7566373602,75230.2583743216,73528.3537342722,75959.5044801293,75856.0800240996,75088.9962734909,76969.5916432118,76653.3527558221,75831.7578820374
2017-02-14 18:00:00,74955,73134.5396353604,78585.1223149351,81987.5951487071,77384.6557957596,78233.3472625527,77210.3081097969,76006.4953702182,79504.1312974725,79532.884375931,77129.0558789159,77965.3351133624,76318.5692763718,78006.4784943233,75723.8149461938,77598.3969627244,75928.2442262762,76136.7690336525,76584.0904804237,76375.2009942124,77091.0461991631,77789.8825083078,75997.6643252048,77013.7997371883,76450.9480671002,78204.3016245022,77595.5644768827,77191.8676912967,77660.6031600955,76248.4283012493,76664.1484899706,77029.7194009568,77277.2258058143,75464.3382293572,76245.0162156035,76967.9243595325,76737.1106802698,76729.8987283313,74744.4814297394,77467.7441138037,76962.4340670092,76517.0171925016,78467.4177074297,77759.7067987317,77331.4629261146,75356.176544857
2017-02-15 18:00:00,74683.5,77263.3382480127,81137.1939555878,76007.799879333,76853.9277667316,76355.7633242875,74602.4745029422,78934.2933478765,78627.9177518162,76266.6984335732,76789.3786711523,74910.9408087191,77125.2295893513,74714.2926113249,76627.0525030765,74553.2627631108,75010.8375188864,75609.312006399,75397.4094466458,75684.1930066111,76460.6252824665,75300.0350710807,75636.2214141467,75038.0585185908,77353.9004313829,76713.1509189245,76005.86420948,76334.7201530519,75329.4505440522,75258.1760970945,76155.0206936648,76414.4454363103,74451.5532729836,74875.8316555115,75575.7426408992,75880.6046353211,75342.2790460614,73089.506328405,76052.4814512839,76105.0326335334,75685.7572830192,77145.6336405074,76900.6048748465,75913.7351738209,74153.1790246011,76274.8163350835
2017-02-16 18:00:00,74912.25,79916.5324418528,75319.7279860349,76412.8801752584,75041.2716603835,73946.4826540272,77629.8533953823,77313.4260879122,74952.2067696692,75989.8468428028,74249.7791310876,75810.7379254473,73386.4105233918,75542.0628698345,73869.7210376932,74057.2343140213,74555.4861109703,74295.2457484378,75026.74114721,75896.6608251934,73995.5951185865,74951.4395413621,74380.4412989229,76121.1743014826,75398.6592550205,75128.4830826009,75727.8718172175,74122.6679347386,74609.5255808124,74840.5290297608,75099.9537724063,73262.7121876002,74177.3515230371,74903.4679488977,74566.1129714171,74673.5469063682,72689.9438975681,75402.7930121759,74790.5409696294,74433.8490290693,76530.5847827637,75586.1132109425,75275.046414084,73266.2063963131,75601.9666878029,72497.5444625062
2017-02-17 11:00:00,75061.25,73896.1147537169,74442.5620924954,74421.1093665306,71908.282342017,79785.5154497923,79019.7911263914,74238.3604950911,76803.8388869802,73567.2919698588,75236.4976021865,72817.3125284108,74595.7480897281,72446.6981558607,72935.7224489361,74629.1608720115,73722.4091682856,73640.4458665515,74456.2770287027,73583.4438623523,72933.6421081532,72345.8263388009,75761.0072561446,74783.2020456501,73963.7237293171,73784.8353647405,73919.4745052533,72623.8804000406,74149.2956043768,74617.0611713932,72561.3977305216,72366.5274704457,72854.7889314589,73811.643514459,72667.4510602727,71384.3643184391,74192.0949684184,74021.2989455678,74009.7395929496,74660.7868663572,75007.8267601549,73221.652222271,72310.7129086205,74754.7219037524,72428.5719464503,71534.8347548931
2017-02-18 18:00:00,63210.5,65155.7771683524,63830.8695148989,62621.4974178741,68034.677745022,68541.2388577917,63763.9518188815,64705.2424652482,62980.993352936,64757.9453335868,62322.9554673971,64224.3702689271,62571.6750396159,62747.8603203273,63298.7392919569,63054.3289012704,63801.5745181217,64586.5644795207,62635.2642821477,63745.8170108168,63147.1953663387,65171.4192117029,64313.3505078163,63863.043618606,64498.0504405976,62836.8440186776,63380.6661361298,63682.6995880005,63965.9187084223,62264.0765274087,62873.0131836189,63646.8571840103,63409.9091116839,63468.1815612389,61315.1362831568,64163.5440311128,63559.0655958687,63224.6223097819,65374.0019422143,64560.1222034079,64022.7065278791,61985.583796077,64323.5016299992,60405.012934247,61785.4273678427,62915.7933000612
2017-02-19 18:00:00,60178.25,59860.6850506511,60097.4100668106,64532.843296003,63481.3836047756,59909.8967904825,62378.37627747,60469.312268471,61049.2950493145,58977.5827935469,61722.8770120254,60036.4807850747,60217.5272758264,60922.4185894282,60562.1787335393,61261.7905154171,62111.2929777867,59501.2077762023,61209.3795201348,60636.097595347,62570.760535553,60162.8436875279,61346.0351523666,61994.3478595032,60287.9965508195,60875.6678726575,59627.2440608639,59986.6584068165,58663.5147916081,60330.7766672618,61143.4812330443,59306.3821491024,60939.9356717569,58730.1196503574,61633.3444003047,60981.3667373193,60701.7832777278,62788.9853094148,61411.8278635703,61552.2078469376,59465.7979566722,62084.2423213871,57120.1778559784,59209.8296744548,60395.9767201366,59742.1453140093
2017-02-20 11:00:00,75618.25,72667.8274696295,78811.6771604356,79840.836013229,75048.0497911645,75246.5583314334,73756.7673357737,76057.0257528859,73693.6200050124,75392.7737047203,73557.8772541127,73909.7521793895,73389.5917445619,74096.995165509,74573.198834953,74742.6396623415,74027.717825737,73837.1938384732,73256.8300517554,76471.0163671402,75586.1023465152,74774.6181684406,74625.694544058,74186.7493602896,73502.2916021549,74967.2875441052,75110.525951458,73619.5042115386,72957.793219408,73744.2676811725,74678.2870987895,73565.5476560806,72424.6031019666,74451.629034319,74838.6718345453,74136.0671742341,75420.3319939697,75781.9004493439,74163.9622068497,73267.7430426983,74540.5069626591,71704.6100896843,71831.7574195981,73016.1121906759,75319.8321969316,72728.7567513653
2017-02-21 11:00:00,75869,80345.2965656742,81209.2819134499,76427.8512821496,77073.7313411319,75105.5463822138,77425.4716531068,74990.9985230553,76785.2388767866,74772.9901451579,75303.3073378059,75428.8441803544,75466.8787329069,75945.8064601042,76763.5544377593,75401.5385019143,75852.7081254453,75268.8119725111,77839.4622673611,76972.6928327086,76153.2145163756,76644.8764520318,75558.5254984541,75518.996477968,76338.7863914353,76486.5333941724,74932.1195830669,74969.7751401637,75786.8098383548,76063.8220488572,75583.2642770674,73573.8551054976,76276.6730056152,76210.7897326263,75504.8870743358,77530.6526941629,77257.1680508257,76195.5364522481,74523.6412308457,76556.3624131087,72802.1602699902,73843.7393403538,75028.0941114316,76699.1404609386,74740.7386721211,75204.3178528734
2017-02-22 11:00:00,76047.25,81336.3706233634,76554.1468088745,79913.9053126402,75200.7065219323,77966.5509772746,75118.0872329688,77099.7815426221,74900.0788550714,75430.3960477194,74883.1117666003,75593.9674428204,76068.7334450874,76114.309080468,75528.6272118278,74370.0185875533,73786.1224346191,78827.0944195918,77277.4350594783,76270.1527785749,75162.1869141398,75685.6142083676,74556.8392239242,76462.8221542395,76748.9624245256,75059.2082929804,74199.7842221134,74304.1203004628,76173.8217089239,74100.5747391754,73700.9438154111,75957.0253635235,76334.2064446797,75631.9757842493,76047.9631562709,77552.5603630203,75270.9799970681,74650.7299407592,75873.3548552672,72929.2489799037,72324.0155481709,73920.1377121009,76912.3275867001,73527.968533569,75331.4065627869,76642.0226721941
2017-02-23 18:00:00,74930.5,76016.316282693,79623.2330605069,74612.7083652691,78229.7885981989,74526.2511410419,76680.1292380854,74316.1634577076,74946.8199696639,74977.2278912639,75040.2876552735,75517.0032590751,75952.3490389246,74999.8979545127,74799.9732889098,74235.6689622607,80739.0648019705,77853.3004924416,75736.9006232868,75642.172135552,75185.8638386197,74465.5900047902,75956.8409874816,76228.9233494592,74466.9577803251,73906.7118092243,74738.5041884255,75672.8469571821,74504.9336776198,73103.6379940182,75471.4276236945,75865.5163328467,75118.5250968309,77003.3299078788,78136.4719319577,75161.2999392309,74066.7985642122,75950.5250197641,72435.1668273736,72792.9949488521,73984.1640800065,76502.4757212292,73672.2359231619,74749.1339784682,78054.7895991062,74842.2504446803
2017-02-24 11:00:00,72801.5,78726.5208832273,73780.5670414155,77393.445277791,73697.0597881037,75843.7859176775,73487.335811511,74110.476649256,74080.5157139843,74282.181776423,74740.1725671231,74836.5036367742,74203.9443348656,72912.1984056151,72041.5473896016,79902.7214815626,76118.9112212195,75029.1730124388,73522.1675450679,74445.2255904211,73143.0384976089,75179.9729622851,75392.5800290513,73638.9412790493,72772.393707159,72822.0201156018,74900.5573028789,72608.1173400747,72267.2946736103,74680.6599386672,75120.4976670738,74349.5205182118,74883.3253173947,76970.205971284,73856.101947366,73256.9555464625,74635.0843032866,71717.1514805264,70826.9508931866,72495.9790015629,75666.1324008213,72094.3193917682,73912.7906580603,75934.7850086221,74005.9071242724,74163.5546341048
